userid,idstr,screen_name,name,province,city,location,description,url,profile_url,user_domain,weihao,gender,followers_count,bi_followers_count,friends_count,statuses_count,favourites_count,ucreate_at,allow_all_act_msg,geo_enabled,verified,allow_all_comment,verified_reason,credibility
1630355414,1630355414,城外来风,城外来风,36,1,江西 南昌,难道在你面前，我永远是一无所有。,http://blog.sina.com.cn/thurman6,thurman,thurman,,m,289,48,168,1141,1,Thu Nov 25 13:11:20 +0800 2010,1,1,0,1,,1
1630538073,1630538073,布琪冰,布琪冰,43,1,湖南 长沙,凝眸远望，望尽天涯路，等你来看细水长流，你不来，我不敢老去。,,u/1630538073,,,f,415,118,232,2459,63,Thu Apr 07 18:43:24 +0800 2011,0,1,0,1,,1
1631582742,1631582742,美孟姜矣,美孟姜矣,37,11,山东 日照,原谅时光，记住爱。 ❤,,sunshine891006,sunshine891006,,f,75,18,117,277,16,Wed Sep 03 10:00:39 +0800 2014,0,0,0,1,,2
1631887902,1631887902,骑着毛驴找驴居然被占用了,骑着毛驴找驴居然被占用了,400,1000,海外,不是僵尸粉。,,210504242,jianuox,210504242.0,m,133,105,407,42,2701,Sun Jan 10 02:17:47 +0800 2010,0,0,0,1,,3
1632693462,1632693462,NoWedding,NoWedding,100,1000,其他,我們曾相愛，想到就心酸。,http://blog.sina.com.cn/weddingbell,weddingbell,weddingbell,,f,439,184,285,508,270,Tue Feb 01 01:47:40 +0800 2011,0,1,0,1,,1
1636991555,1636991555,骑驴说快板,骑驴说快板,13,4,河北 邯郸,国企小员工，伪愤青,,u/1636991555,,,m,15,2,65,121,1,Mon Apr 15 22:14:51 +0800 2013,0,1,0,1,,3
1638781994,1638781994,新浪体育,新浪体育,11,1000,北京,24小时滚动播报最新的体育快讯，趣闻和视频。新浪记者团带来独家图文报道。欢迎爆料、投稿，请发私信或者邮件： sports2009@vip.sina.com,http://sports.sina.com.cn/,sportschannel,sportschannel,,m,7956195,822,1386,143298,44,Fri Aug 28 16:34:39 +0800 2009,1,1,1,1,新浪体育新闻官方微博,0
1638782947,1638782947,新浪财经,新浪财经,11,8,北京 海淀区,"新浪财经提供7*24小时财经资讯及全球金融市场报价,覆盖股票、债券、基金、期货、信托、理财、管理等多种面向个人和企业的服务。",http://finance.sina.com.cn,finance,finance,,m,12889659,898,1406,95095,62,Fri Aug 28 16:34:39 +0800 2009,1,0,1,1,新浪财经官方微博,0
1638793632,1638793632,安小咩,安小咩,32,1,江苏 南京,南京五迷一枚，人群中的咩主。一场旅行，一次最美丽最意外的遇见。离开的原因，旅行的意义。Wechat：anxiaomie_,http://blog.sina.com.cn/smileyang520,278085327,superbettersheep,278085327.0,m,28217,512,570,6795,211,Tue Jul 27 19:04:04 +0800 2010,1,1,1,1,Zor杂志摄影师。,0
1640454695,1640454695,施瓦辛赫,施瓦辛赫,11,8,北京 海淀区,Freedom is the right of all sentient beings.,,u/1640454695,,,m,278,161,246,1824,5,Sat Aug 20 20:47:00 +0800 2011,0,1,0,0,,3
1641561812,1641561812,经济观察报,经济观察报,11,1,北京 东城区,经济观察报社下辖经济观察报、经济观察网、经济观察报IPAD版等子媒体，拥有专业新闻采编力量，为您提供及时、便捷财经信息服务。,http://www.eeo.com.cn/,eeocomcn,eeocomcn,,m,10168476,317,487,60470,363,Fri Aug 28 16:35:28 +0800 2009,1,1,1,1,经济观察报官方微博,0
1642292081,1642292081,虎扑篮球,虎扑篮球,31,9,上海 虹口区,虎扑篮球永不熄！,http://nba.hupu.com,hoopchina,hoopchina,,f,2278553,886,925,79354,1,Thu Aug 27 15:00:13 +0800 2009,1,0,1,1,虎扑篮球网官方微博 nba.hupu.com,0
1642535451,1642535451,曹渣男,曹渣男,37,7,山东 潍坊,双面人生，爱科比，爱詹姆斯；爱C罗，爱梅西。更爱我自己！！！,,478089281,cxp1992,478089281.0,m,338,84,576,784,51,Wed Mar 16 09:40:34 +0800 2011,0,1,0,1,,1
1642634100,1642634100,新浪科技,新浪科技,11,8,北京 海淀区,欢迎在微信上关注新浪科技公众号：搜索techsina，或扫描链接中的二维码http://e.weibo.com/1642634100/yAMj6793P 周一到周六下午5点梳理当天重大新闻，我们会尽量回复。,http://tech.sina.com.cn/,sinatech,sinatech,,f,10813517,712,1119,58349,28,Fri Aug 28 21:07:40 +0800 2009,1,1,1,1,新浪科技官方微博,0
1643128392,1643128392,Henbrave,Henbrave,44,1,广东 广州,天意难测，天命可畏。尽人事，听天命。,,u/1643128392,,,m,68,26,84,134,47,Mon Aug 05 19:10:27 +0800 2013,0,1,0,1,,3
1644087687,1644087687,鬼五七十,鬼五七十,43,1,湖南 长沙,你饿不饿？我煮碗面给你吃。,,u/1644087687,,,m,248,71,322,1545,31,Mon Aug 31 18:16:43 +0800 2009,0,1,0,0,,2
1644429712,1644429712,她没有影子,她没有影子,43,1,湖南 长沙,自由人。,http://blog.sina.com.cn/lovedandan904,hdsdgt,hdsdgt,,f,151,37,179,1475,126,Tue Nov 09 08:39:58 +0800 2010,0,0,0,1,,2
1644730235,1644730235,JIMMYs动画剧场,JIMMYs动画剧场,44,1,广东 广州,我们是做国际移动市场的游戏工作室，欢迎程序美术加入，简历发JIM@MIFGAME.COM,http://weibo.com/1644730235/xysc9sfVG,sundog,sundog,,m,20646,353,740,1306,2452,Thu Sep 03 17:56:08 +0800 2009,1,0,1,1,动态设计总监 - 动画设计师 - JIMMYs,0
1646361460,1646361460,我应该也很善良,我应该也很善良,45,1,广西 南宁,如果我的离开，刺痛了你，,http://blog.sina.com.cn,u/1646361460,,,m,302,41,112,372,2,Fri Nov 27 22:04:17 +0800 2009,0,0,0,1,,2
1648109805,1648109805,IM照照,IM照照,31,6,上海 静安区,时尚编辑，资深stylist，广告制片,,yufiey,yufiey,,f,79446,442,795,11014,422,Fri Sep 18 13:15:21 +0800 2009,0,0,1,1,上海创望广告有限公司 资深时装编辑,0
1649159940,1649159940,华尔街日报中文网,华尔街日报中文网,11,1,北京 东城区,华尔街日报中文版( http://cn.wsj.com )是道琼斯公司旗下的中文在线商业出版物，依托备受尊崇的《华尔街日报》的丰富资源，秉承其客观、公正和准确的报道原则，向全球华语读者提供高质量的商业新闻和深度分析。,http://cn.wsj.com,chinesewsj,chinesewsj,,m,8098373,401,621,88875,5,Wed Sep 23 11:03:21 +0800 2009,0,1,1,1,华尔街日报中文网官方微博,0
1649197003,1649197003,AL二林,AL二林,61,1,陕西 西安,岁月如歌,http://blog.sina.com.cn/ghlse7en,guohailin7,guohailin7,,m,191,30,64,394,10,Tue Apr 12 08:49:45 +0800 2011,0,1,0,1,,1
1649259634,1649259634,右手的马赛克,右手的马赛克,35,5,福建 泉州,念起於心無反顧。覺遲於時不後悔。——2013.12.09 RG2L,http://blog.sina.com.cn/sopolo,316966609,shaotang,316966609.0,m,629,175,390,3495,10,Wed Sep 23 19:08:33 +0800 2009,0,0,0,1,,1
1649586835,1649586835,Steed的围脖,Steed的围脖,11,5,北京 朝阳区,星空摄影师。欢迎光临夜空中国网（NightChina.net）。公众微信：Steed的星空，每日推送精美星空作品。,http://NightChina.net,steedjoy,steedjoy,,m,134514,734,951,23466,36,Mon Dec 07 10:18:49 +0800 2009,1,1,1,1,果壳网主笔，科学松鼠会成员 果壳天文领域达人,0
1650892164,1650892164,BOB--振均,BOB--振均,44,7,广东 江门,好好为你们而活！！为你们而努力！,http://blog.sina.com.cn/zhou123,u/1650892164,,,m,617,233,431,2882,1253,Fri Jul 16 19:31:56 +0800 2010,0,1,0,0,,2
1651498372,1651498372,周看穿,周看穿,61,1000,陕西,像老妖怪来啦，像广场舞大妈,,holaroz,holaroz,,m,536,107,215,832,1,Wed Feb 24 11:48:21 +0800 2010,0,1,0,0,,3
1655003352,1655003352,柳烟堆雪,柳烟堆雪,33,1,浙江 杭州,@ZJU,,u/1655003352,,,m,348,159,748,5553,245,Sun Sep 04 16:29:59 +0800 2011,0,1,0,0,,2
1656108993,1656108993,单刀赴汇,单刀赴汇,61,1,陕西 西安,外汇分析，理财规划。与您共同进步！,http://blog.sina.com.cn/dandaofuhui007,u/1656108993,,,m,434,22,130,1800,1,Sun Oct 25 12:16:57 +0800 2009,0,1,0,1,,1
1657676971,1657676971,BigMilesFantasy,BigMilesFantasy,44,3,广东 深圳,做一个能让别人信任的人!,http://blog.sina.com.cn/shaohuashengji,nnbbgo,nnbbgo,,f,438,30,283,1454,220,Sun Nov 01 01:33:55 +0800 2009,0,1,0,0,,2
1657805994,1657805994,Evan734,Evan734,42,1,湖北 武汉,遇见未知的自己,,gongmincs,gongmincs,,m,348,75,926,2130,2930,Sun Nov 01 17:07:25 +0800 2009,0,1,0,1,,2
1657965075,1657965075,辰辰和妈妈21,辰辰和妈妈21,41,1,河南 郑州,家庭第一，工作第二，学业第三，敢问苍天偶什么时候能毕业啊？？？,,u/1657965075,,,f,174,7,59,705,0,Thu May 06 00:03:32 +0800 2010,0,1,0,1,,2
1659243993,1659243993,槑小苝,槑小苝,11,1,北京 东城区,情不知所起一往而深,,coolbaby1314,coolbaby1314,,m,965,119,515,1009,433,Sun Jun 06 21:27:19 +0800 2010,0,1,0,0,,2
1661497863,1661497863,朱泽琰,朱泽琰,100,1000,其他,,http://morningsideheights.blog.163.com/,morningside,morningside,,f,687,81,254,9033,1024,Tue Nov 17 10:21:19 +0800 2009,0,0,0,1,,1
1661513080,1661513080,鼓乐言,鼓乐言,45,1,广西 南宁,磨合,http://blog.sina.com.cn/jiumuy,u/1661513080,,,m,78,24,123,1152,43,Wed Apr 21 00:14:33 +0800 2010,0,0,0,0,,2
1661541145,1661541145,郜家瑞,郜家瑞,44,3,广东 深圳,淘宝/网店：海通汽车配件,http://blog.sina.com.cn/leo1990420,leo1990420,leo1990420,,m,500,37,80,429,54,Tue Jan 26 17:00:18 +0800 2010,0,1,0,1,,1
1661635604,1661635604,骉马骉,骉马骉,11,8,北京 海淀区,"码农一枚，ML, NLP爱好者",,knightma,knightma,,m,295,140,507,869,9,Tue Mar 30 13:45:05 +0800 2010,0,1,0,1,,1
1663019477,1663019477,广州知更鸟,广州知更鸟,44,1,广东 广州,,,u/1663019477,,,m,58,1,247,2,570,Tue Feb 15 11:25:53 +0800 2011,0,1,0,1,,3
1664067514,1664067514,滄烸客,滄烸客,33,2,浙江 宁波,时光旅行者,,u/1664067514,,,m,238,106,232,167,54,Sat Dec 07 11:23:06 +0800 2013,0,1,0,1,,2
1667590725,1667590725,维爵爷,维爵爷,51,1,四川 成都,我爱你，却故意，故意说不爱你……,,7tracy7,7tracy7,,m,1034,131,434,7082,0,Mon Dec 07 15:38:35 +0800 2009,1,0,0,1,,1
1668493924,1668493924,笨笨狼崽,笨笨狼崽,51,1,四川 成都,,,u/1668493924,,,m,89,13,142,94,0,Wed Sep 07 11:36:09 +0800 2011,1,1,0,1,,3
1669589965,1669589965,這些年來miss-you-much,這些年來miss-you-much,37,2,山东 青岛,,,u/1669589965,,,f,487,81,452,1769,25,Sat Dec 12 23:34:44 +0800 2009,0,1,0,0,,3
1672512743,1672512743,渐渐老去的Jason,渐渐老去的Jason,400,1000,海外,This is Jason.,,u/1672512743,,,m,65,18,54,69,3,Tue Dec 22 10:12:14 +0800 2009,0,1,0,1,,3
1681518633,1681518633,大番薯Smalleyes,大番薯Smalleyes,33,1,浙江 杭州,坚持 坚定 坚强,,u/1681518633,,,m,6443,135,414,47,18,Wed Jan 13 19:08:51 +0800 2010,0,1,1,1,杭州定山实业有限公司 综合部总经理,2
1682176317,1682176317,好好好立克,好好好立克,44,1,广东 广州,天气不似预期但要走总要飞；谁都知双手可紧扣不依不舍的背后这个信念有多温柔，能开不开心都紧扣辛不辛苦都接受是一个成就,,314222700,hinlap,314222700.0,m,336,72,183,9358,93,Fri Jan 15 09:38:33 +0800 2010,0,1,0,1,,1
1683048503,1683048503,大先已不再是个少年,大先已不再是个少年,11,5,北京 朝阳区,哈哈哈哈哈哈别逗我，不然我逗你,,274144227,,274144227.0,m,957,238,407,2168,58,Tue Mar 22 11:23:45 +0800 2011,0,1,0,1,,1
1683621783,1683621783,飘去漂来,飘去漂来,42,11,湖北 黄冈,,,u/1683621783,,,m,332,36,292,4139,316,Thu Jan 21 16:00:45 +0800 2010,0,1,0,0,,2
1685394080,1685394080,PimpC,PimpC,34,1,安徽 合肥,我是个粗人~,http://blog.sina.com.cn/justinzhao50,u/1685394080,,,m,735,52,99,1656,12,Sun Feb 21 15:07:13 +0800 2010,0,1,0,1,,1
1686106751,1686106751,跟不上时代的男青年,跟不上时代的男青年,45,7,广西 钦州,把握现在，及时行乐。,,u/1686106751,,,m,1962,308,492,365,278,Sun Jan 24 20:32:01 +0800 2010,1,1,0,1,,1
1686246991,1686246991,FatC,FatC,33,1,浙江 杭州,FantastiC,,futurefatc,futurefatc,,m,701,253,456,2642,948,Mon Jan 25 13:17:46 +0800 2010,0,1,0,1,,1
1689515857,1689515857,L小雨同学,L小雨同学,12,1,天津 和平区,"Go where you’re celebrated, not where you’re tolerated.",,u/1689515857,,,m,223,68,234,672,38,Tue Feb 08 12:51:40 +0800 2011,0,1,0,0,,2
1692539731,1692539731,李康有为,李康有为,31,4,上海 徐汇区,自由撰稿人，独立评论员，媒体观察者，手机摄影艺术家,http://blog.sina.com.cn/2xiazi,207071929,,207071929.0,f,37748,555,720,1907,241,Wed Feb 10 14:11:44 +0800 2010,1,1,1,1,重庆途道文化 签约作者,0
1692686674,1692686674,-YoungNaive-,-YoungNaive-,37,1000,山东,Shutter man！,,u/1692686674,,,m,318,96,339,6517,92,Wed Feb 10 19:46:10 +0800 2010,0,0,0,1,,2
1692867970,1692867970,陈不胖,陈不胖,44,1,广东 广州,黑夜给了我黑色的眼镜，我却用它来寻找光明。,,cljun2008,cljun2008,,m,1053,257,631,5400,7,Thu Feb 11 09:37:11 +0800 2010,0,1,0,1,,1
1693123515,1693123515,尧起纳海,尧起纳海,33,1,浙江 杭州,爱生活，爱科技，与人为乐，与己快乐，奋斗中~,http://blog.sina.com.cn/tracywyf,imyfwu,imyfwu,,m,185,66,142,1591,40,Thu Feb 11 23:04:43 +0800 2010,0,1,0,0,,2
1693138227,1693138227,王静远BUAA,王静远BUAA,11,8,北京 海淀区,北京航空航天大学计算机学院青年教师。 http://www.smartcity-buaa.org/,,jimmyw,jimmyw,,m,956,179,397,1096,54,Thu Feb 11 23:45:15 +0800 2010,0,1,0,1,,1
1693293503,1693293503,唐宽的三杯茶,唐宽的三杯茶,51,6,四川 德阳,第一杯茶，甜似爱情。第二杯茶，苦若人生。第三杯茶，淡如清风。,http://blog.sina.com.cn/jmdlss,u/1693293503,,,m,759,171,197,3107,12,Fri Mar 26 22:36:59 +0800 2010,0,1,0,0,,2
1693317413,1693317413,釉子是小小星辰,釉子是小小星辰,11,8,北京 海淀区,我有痛快过你有没有 举头三尺有神明 善恶终有报,http://blog.sina.com.cn/dfsmoxi,dfsmoxi,dfsmoxi,,f,1514,135,513,22519,2511,Fri Feb 12 13:33:04 +0800 2010,0,0,0,0,,2
1698513182,1698513182,虎扑足球,虎扑足球,31,9,上海 虹口区,虎扑足球，最足球的世界！消息内容覆盖欧洲五大联赛和国内所有足球项目。,http://soccer.hupu.com,goalhi4u,goalhi4u,,f,1611143,1515,1607,102737,12,Tue Feb 23 03:17:42 +0800 2010,1,0,1,1,虎扑足球网官方微博 soccer.hupu.com,0
1699540307,1699540307,中国之声,中国之声,11,1000,北京,网络直播在线收听： china.cnr.cn。中国唯一覆盖全国的24小时新闻直播频率。,http://china.cnr.cn/,cnrzgzs,cnrzgzs,,m,9642142,472,662,54572,87,Wed Feb 24 17:56:00 +0800 2010,1,0,1,1,中央人民广播电台新闻综合频率、声动中国年度最佳电台,0
1711512272,1711512272,我在西西里,我在西西里,12,1000,天津,,,zpamanda,zpamanda,,f,569,44,242,3388,131,Mon Mar 15 13:13:02 +0800 2010,0,0,0,0,,2
1711573020,1711573020,邓小碧,邓小碧,44,19,广东 东莞,TOO YOUNG TOO NAIVE,,geegee128,geegee128,,f,689,111,587,7156,155,Mon Mar 15 14:53:26 +0800 2010,0,0,0,1,,2
1711643247,1711643247,Gao2木,Gao2木,34,1,安徽 合肥,理由有很多~反而没有一个适合我们~到最后反而越来越牵强附会~~,http://blog.sina.com.cn/jjvsenhe,u/1711643247,,,f,298,36,188,1418,28,Mon Mar 15 16:54:45 +0800 2010,0,1,0,1,,3
1712305847,1712305847,遥远的妖孽,遥远的妖孽,51,1,四川 成都,注意调节信息和能量流,,wooldridge,wooldridge,,m,299,149,275,1174,2,Thu Apr 22 09:59:44 +0800 2010,0,1,0,1,,1
1714923220,1714923220,子辰老豆,子辰老豆,44,3,广东 深圳,神兽兽国游尾郡窝窝乡,,u/1714923220,,,m,126,32,251,1060,1,Sat Mar 20 14:42:59 +0800 2010,0,1,0,1,,2
1715118170,1715118170,网路冷眼,网路冷眼,11,8,北京 海淀区,网下架构师，网上围观客。,http://blog.sina.com/lewhwa,lewhwa,lewhwa,,m,19508,2475,2988,18014,3241,Sat Mar 20 20:28:36 +0800 2010,0,1,0,1,,0
1715170015,1715170015,廖渊哲是个troublemaker,廖渊哲是个troublemaker,35,5,福建 泉州,keep calm and love the world,http://blog.sina.com.cn/jbrlyz,u/1715170015,,,m,651,196,392,3139,2,Fri Apr 23 19:15:03 +0800 2010,0,1,0,1,,1
1721416011,1721416011,资深职业规划师Hugo,资深职业规划师Hugo,11,1,北京 东城区,微信：f521061202 业余时间热爱助人的规划师，追求助人成就感，乐于帮有职业困惑的伙伴们解决职业发展问题（公司副总裁，生涯规划师，HRD，国际MBA）,http://blog.sina.com.cn/bthw,shrd,shrd,,m,49894,162,258,368,6,Mon Mar 29 21:40:32 +0800 2010,1,1,0,1,,2
1722442513,1722442513,愛之蔓RosaryVine,愛之蔓RosaryVine,100,1000,其他,一个高尚的人，一个纯粹的人，一个脱离了低级趣味的人，一个有益于人民币的人！,http://blog.sina.com.cn/liukeke90,237910678,cocoffee,237910678.0,m,352,22,38,1567,0,Sat Sep 04 09:06:56 +0800 2010,0,0,1,1,中科地产 销售副经理,1
1722826574,1722826574,娄翠翠,娄翠翠,13,3,河北 秦皇岛,以为你是故乡，你却推脱，让我流浪,,rarityl,rarityl,,f,1159,95,188,4211,97,Wed Mar 31 21:54:15 +0800 2010,0,1,0,0,,2
1724532440,1724532440,小崔童鞋,小崔童鞋,32,5,江苏 苏州,请不要超过7个字,http://blog.sina.com.cn/cuihengqi,xiaocuishuoshier,xiaocuishuoshier,,m,1402,102,270,15317,52,Sat Apr 03 17:58:48 +0800 2010,0,0,0,0,,2
1724644130,1724644130,传说中的老梁,传说中的老梁,12,11,天津 西青区,我去~~无方向，我的心中充满幻想。我心爱的人，你在何方。,http://blog.sina.com.cn/u/1724644130,527192218,liangkun0918,527192218.0,m,910,282,585,22785,584,Sat Apr 03 21:35:49 +0800 2010,0,1,0,1,,1
1726819424,1726819424,hhbear,hhbear,31,10,上海 杨浦区,一个努力想要不变成怪薯蜀但是越来越倾向于成为怪薯蜀的薯蜀。。。,,u/1726819424,,,m,517,194,478,1184,0,Thu Apr 08 11:21:53 +0800 2010,0,0,0,1,,1
1727306152,1727306152,sweetwen,sweetwen,31,15,上海 浦东新区,万事可忘，我饮不须劝。,,u/1727306152,,,f,183,17,128,1675,672,Fri Apr 09 08:45:12 +0800 2010,1,1,0,1,,2
1728264251,1728264251,阿锋doy,阿锋doy,44,1,广东 广州,金牌球探利物浦。,,xuqiafeng,xuqiafeng,,m,628,252,477,9960,101,Sun Apr 11 01:32:16 +0800 2010,0,1,0,0,,2
1728441174,1728441174,图豪和他的继承者们,图豪和他的继承者们,44,6,广东 佛山,纵然抬头可见漫天繁星，可我眼中只看见你这颗星,,u/1728441174,,,m,76,24,46,363,9,Wed Mar 09 20:31:11 +0800 2011,0,1,0,1,,2
1728897077,1728897077,滨州青年甘阔,滨州青年甘阔,37,16,山东 滨州,滨州零距离网络科技有限公司,,717645654,houpf,717645654.0,m,651,163,291,1012,2,Mon Apr 12 17:29:07 +0800 2010,0,1,1,1,滨州零距离网络科技有限公司 法人代表,1
1731639777,1731639777,Pena1do,Pena1do,51,11,四川 乐山,回来了,,314199910,kecco,314199910.0,m,451,11,54,4097,0,Sun Apr 18 14:42:27 +0800 2010,0,1,0,0,,1
1731705154,1731705154,达文西七,达文西七,45,1,广西 南宁,活出自我才精彩,,u/1731705154,,,m,372,22,496,4559,92,Sun Apr 18 17:37:55 +0800 2010,1,1,0,1,,2
